preprocess_mode,epoch,train_bce_loss,val_bce_loss,val_dice_coeff,val_iou_score
none,1,0.429001994038883,0.35567078452843887,0.8619913298350114,0.769118302143537
none,2,0.32157387349166366,0.322227092889639,0.865815804554866,0.7757325447522677
none,3,0.28304704710056905,0.3104290377635222,0.8703958919415107,0.7821078827747932
none,4,0.25820623377436086,0.3160325621183102,0.8722336544440343,0.7848496184899256
none,5,0.2352525260495512,0.3181725499721674,0.8737843059576474,0.7873405309823843
none,6,0.21447146644717768,0.3203571828512045,0.8760467790640317,0.7905117685978229
none,7,0.193809386146696,0.321792130286877,0.8758491094295795,0.7897886908971347
none,8,0.18276200482719823,0.3269839183642314,0.8753419793569125,0.7895960188828982
none,9,0.17115474766806552,0.32455307245254517,0.8779442677131066,0.7926245377613947
none,10,0.15188449268278323,0.32957541254850536,0.8795184699388651,0.7954411575427422
none,11,0.1374150212658079,0.33704636188653797,0.8808810940155616,0.7976437623684223
none,12,0.12901625674414008,0.34202689734789044,0.8805254743649409,0.7969121772509354
none,13,0.12413791351412472,0.3511004058214334,0.8810744331433222,0.7978285184273353
none,14,0.11973365749183454,0.3595334646793512,0.8808300426373115,0.7973012763720292
none,15,0.11696795050642993,0.36675576177927166,0.8806828283346616,0.7970081636538873
none,16,0.1114544328302145,0.37102937354491305,0.8813877862233382,0.7984246084323297
none,17,0.1043504492232674,0.3815998836205556,0.880675380046551,0.797132881788107
none,18,0.10280261522060946,0.38525227399972767,0.8811065027346978,0.797539818745393
none,19,0.10053959224177034,0.3878008413773317,0.8806178523943975,0.7971871334772843
none,20,0.09861499453453641,0.3918486157288918,0.8803673707521878,0.7967320290895609
none,21,0.0958604657728421,0.39586171622459704,0.8801017701625824,0.796138543349046
none,22,0.09404592892449153,0.3976426330896524,0.880818254672564,0.7973221769699683
none,23,0.09099024828327329,0.40692274501690495,0.8809015154838562,0.7976084764187152
none,24,0.09167462479519217,0.4053664757655217,0.8809642791748047,0.7976104296170748
none,25,0.08981459381941118,0.41062689973757815,0.8804612411902502,0.7967023895337031
none,26,0.0896902546090515,0.40947238298562855,0.8799643699939435,0.7959235608577728
none,27,0.08826645698986556,0.414958588205851,0.8802998937093295,0.7964646518230438
none,28,0.08647331046430688,0.41451218953499425,0.880730138375209,0.7971055301336142
none,29,0.08620122202525013,0.4195419022670159,0.8807121882071862,0.7972472722713764
none,30,0.08578626987965483,0.41431596645942104,0.8800772818235251,0.796265783218237
fixed,1,0.41297474229022074,0.33662682886307055,0.8660593399634728,0.7755102102573102
fixed,2,0.30875825450608607,0.3149139445561629,0.868357954116968,0.7789991039496201
fixed,3,0.27107343234513936,0.3139388824884708,0.8710466944254361,0.7838257849216461
fixed,4,0.2339367637116658,0.3352647584218245,0.8677578362134787,0.7778778420044825
fixed,5,0.20915911895664116,0.33464935765816617,0.8663372672521151,0.7766349636591398
fixed,6,0.1845047273918202,0.32958099933770985,0.8688613107571235,0.7794670256284567
fixed,7,0.16759677799908737,0.3387971898684135,0.8694879229252155,0.7801086650444911
fixed,8,0.1553255486253061,0.35481785467037785,0.8735535740852356,0.7871208007519062
fixed,9,0.14730521565989443,0.3512189445587305,0.8735822783066676,0.7874517830518576
fixed,10,0.13152874604259668,0.3552270588966516,0.8773526480564704,0.7929395826963278
fixed,11,0.11820095826528575,0.36358260879149806,0.8765735053099118,0.7915170605366046
fixed,12,0.11440079541582811,0.36675066214341384,0.876578342456084,0.7915562299581674
fixed,13,0.10968718795399916,0.3765585674689366,0.8773167889851791,0.7925459811320672
fixed,14,0.10654757348330397,0.3919681425278003,0.8777760381882007,0.7934025526046753
fixed,15,0.10589602315112163,0.3919250575395731,0.8751287276928241,0.7890929190012125
fixed,16,0.09999089139072519,0.39781764493538785,0.878030912234233,0.7937084161318265
fixed,17,0.09492541977057331,0.40481112553523135,0.8768564210488246,0.7919227343339187
fixed,18,0.09179692970294702,0.41589659681686986,0.8781804877978104,0.7940947940716376
fixed,19,0.0922178827030094,0.4166112461915383,0.8773441543945899,0.7927804382947775
fixed,20,0.08989670931508667,0.41085904034284443,0.8764298695784348,0.7910979321369758
fixed,21,0.08889874639479738,0.41924872306677013,0.8761975788153135,0.7908223408919114
fixed,22,0.08715888151997014,0.4201420579965298,0.8764416208634009,0.7911947209101456
fixed,23,0.08486626267825302,0.41983408996692073,0.8753768939238328,0.7894727473075573
fixed,24,0.08425535555732877,0.43154895076384914,0.877073232944195,0.7923949360847473
fixed,25,0.08256497626241885,0.43795926295793974,0.8773088271801288,0.7927276675517743
fixed,26,0.0826934521135531,0.43181224167346954,0.8763911586541396,0.791250792833475
fixed,27,0.08181208058407433,0.43719153106212616,0.8765387305846581,0.7915068429249984
fixed,28,0.08047035914894782,0.4401722768178353,0.8768773468641134,0.7920565123741443
fixed,29,0.08053287295134444,0.4405912756919861,0.8762430319419274,0.7909331550964942
fixed,30,0.07935315821515887,0.44494038361769456,0.8761035410257486,0.7908520056651189
rl,1,0.4528195967799739,0.36552410515455097,0.8652965265970963,0.7747084246231959
rl,2,0.32237024330779124,0.3242358828966434,0.8702271282672882,0.7823987947060511
rl,3,0.27751770537150533,0.3215089153784972,0.8727771708598504,0.7864808394358709
rl,4,0.2426556460559368,0.3174254596233368,0.8723252599055951,0.7850147416958442
rl,5,0.21248314196341916,0.3245022010344725,0.8663335763491117,0.7751970291137695
rl,6,0.19089034533030108,0.32422449038578915,0.8750227093696594,0.7883874636430007
rl,7,0.17222724305955986,0.33324755269747514,0.8790022684977605,0.7951767857258136
rl,8,0.16008243611768672,0.3405394760461954,0.8685320271895483,0.7787032540027912
rl,9,0.15196429016558746,0.33256519070038426,0.8763574682749234,0.7903493138460013
rl,10,0.1421645729753532,0.34030066659817326,0.879779556622872,0.7963484502755679
rl,11,0.1295072019688393,0.34426131271398985,0.8804934758406419,0.7971911086485937
rl,12,0.11800793558359146,0.3636841212327664,0.8796516496401566,0.7958486126019404
rl,13,0.11124152592138241,0.36274044674176437,0.8803474719707782,0.7970430048612448
rl,14,0.10780415095781025,0.3786599464141406,0.8806445117180164,0.7977396708268386
rl,15,0.10546098551467846,0.3780541099034823,0.8791875357811267,0.7952957818141351
rl,16,0.10425338874522008,0.3771479737300139,0.879587152829537,0.7959809028185331
rl,17,0.09885443413728162,0.38579971056718093,0.879768030001567,0.7963891258606544
rl,18,0.09349247656370464,0.3958270779022804,0.8797495640241183,0.7960921938602741
rl,19,0.09115465397113248,0.39950752602173734,0.8795785445433396,0.7958788940539727
rl,20,0.09139214073748965,0.4013538223046523,0.879727487380688,0.7960403194794288
rl,21,0.08911249188608245,0.4088132083415985,0.878397687123372,0.7940769952077132
rl,22,0.0884362762107661,0.4095444278075145,0.8787962060708266,0.7948559293380151
rl,23,0.08631620036536142,0.4123107000039174,0.879588211958225,0.7959974568623763
rl,24,0.08422699629476196,0.4146080498511975,0.8789938459029565,0.7951165804496179
rl,25,0.08328830901729434,0.42112329258368564,0.8780353688276731,0.7934353053569794
rl,26,0.08267738091710367,0.4226701809809758,0.8789110573438498,0.7948884688890897
rl,27,0.08312512845977356,0.41980421657745653,0.8784971007933984,0.7942926791998056
rl,28,0.0809703502607973,0.4262025860639719,0.8787220533077533,0.7945152085561019
rl,29,0.08054106300206561,0.42643654117217433,0.8782761417902433,0.7938591173061957
rl,30,0.07968460699837458,0.4266047810132687,0.8786406723352579,0.7944250175586114
