epoch,train_loss,train_dice,val_dice
1,0.5180605163956,0.8318818184285383,0.8649335591881363
2,0.4118811792992299,0.865188319309085,0.8695499080198782
3,0.3999701529936074,0.8687065917682024,0.8655340605311923
4,0.394721189550325,0.8700369577002681,0.8569641908009847
5,0.3889278770467035,0.8715561281621845,0.8730062908596463
6,0.38537026406113617,0.8726377389789407,0.8628017637464735
7,0.3808628781363855,0.8739877499006932,0.8692616511274267
8,0.3792984340510337,0.8744214925111509,0.8708166104775888
9,0.37729469370218666,0.8749282473053028,0.8580155703756545
10,0.3748656318468206,0.8753750593054528,0.8714816570281982
11,0.3658602842513253,0.878496864652322,0.8755006459024217
12,0.36822998406840307,0.8774223249722151,0.8723072453781411
13,0.3633525186504414,0.8788682904118806,0.8781830845055757
14,0.36235441257751067,0.8788570469500971,0.8775156471464369
15,0.35966025585053013,0.8799252034791933,0.8721079848430775
16,0.3589121550321579,0.8795501936494915,0.8713337381680807
17,0.36354747356153,0.8787564705399906,0.8743970261679755
18,0.35946975044565266,0.8798903125563479,0.8766783100587351
19,0.35040569909257824,0.8819414591477588,0.8787710335519578
20,0.3494362005221298,0.8823736952800377,0.8768560709776702
21,0.3520716529071721,0.8819199036928563,0.8783529356673911
22,0.34870577657144836,0.8826670385653677,0.8798706752282602
23,0.34656868709458244,0.8835121054275363,0.878755509853363
24,0.3467954475116106,0.8833755320972867,0.8763924638430277
25,0.34532124631934696,0.8839155840717889,0.8792281261196843
26,0.34411654947629944,0.884640759502361,0.8746759074705618
27,0.34504196865885867,0.8834928983177235,0.8793763915697733
28,0.3387467882602043,0.8860518928446801,0.8783536222245958
29,0.33743913423002153,0.8860621206900653,0.8784969537346451
30,0.3358037948024039,0.8870807987412596,0.880792240301768
31,0.33754513446801626,0.886408112017937,0.8804698983828226
32,0.3338681450661491,0.8874131561883913,0.8810992704497443
33,0.3343576527888479,0.887049232043472,0.8797430594762167
34,0.33366329841364445,0.8874787555800544,0.8800621363851759
35,0.3318777121360006,0.8877674010064867,0.8780498438411288
36,0.33284413775587396,0.8876573965440389,0.879839488753566
37,0.3298058868233674,0.8889905837626239,0.8809358124379758
38,0.3263739526661393,0.8899123127164404,0.8807213173972236
39,0.32718484951000587,0.8895331784790638,0.8809236089388529
40,0.325922691549351,0.8901544209399255,0.8788314814920779
