Dueling (yours),Plain head
0.9106984969055615,0.9192288451919821
0.8619523228120695,0.8867694217443121
0.9475705780680861,0.9536230211399895
0.9111976669082398,0.9209911939383146
0.863261484521568,0.9033712600086318
0.9038891372375505,0.9093137254903697
0.8925915674879739,0.9097979412887728
0.9203696178379117,0.9323573860637419
0.9022942280441566,0.9239609728846865
0.88202187078713,0.889539168509365
0.7986758709785663,0.8078657991564474
0.9150283361947997,0.8938281700089319
0.9332589908002356,0.9609574938906638
0.8684172083853108,0.8658077671705148
0.8578811369511764,0.8661432815853725
0.7398479427555013,0.7330708834596471
0.8507504849435004,0.8379824750556957
0.9107888103799207,0.9157756835567853
0.8829641842204852,0.9100210231256481
0.963526455206202,0.9511485745137478
0.938204458439299,0.9498402264220764
0.9165530551179791,0.949172533264625
0.9650466933486468,0.9697409643157909
0.9460890578912788,0.9468762974061863
0.8659225415922235,0.8534841111923925
0.8257035613587657,0.8365976601011168
0.946355272470017,0.9582434319076782
0.9078162714753872,0.9186760034653504
0.8674493151828245,0.8875879224569232
0.95199450024321,0.9584126874199965
0.8762941880132898,0.8935956941450532
0.8839627910562102,0.9024942402085495
0.897513971863755,0.8846556018177444
0.8727564847898173,0.883875707679926
0.8944610923153321,0.9087344028522307
0.843696027634111,0.8235314324977266
0.8920226903092308,0.9041416234181129
0.742726621629967,0.720707269155755
0.8541993641598169,0.8781544736173886
0.8317871240510715,0.8105512767754119
0.8719398573542548,0.8712333454524878
0.781787069414884,0.762484090739383
0.9576121394031055,0.9681825924033927
0.9491564254038699,0.9063607924923421
0.8464353979424816,0.849704044041869
0.9171082305056433,0.9387387732435728
0.8971289254395817,0.9290742361403123
0.9293638786832192,0.945124431461108
0.9139054953221976,0.9371208038524814
0.9414533951034626,0.9005717165673373
0.9008849870168326,0.9139767446067488
0.8745151138112521,0.8730620155041126
0.8409035901576424,0.8739167017251285
0.9235992605234578,0.9423183378234817
0.8752937459272986,0.8971195080510213
0.9050729244939502,0.9126729076430414
0.95010387563588,0.9566499557653408
