roi_cov,speck_cov,speck_frac_in_roi,n_specks,mean_speck_area,roi_parts,img,label
0.24891281127929688,0.029544830322265625,0.11869549891955679,456,16.984649122807017,1,/root/autodl-tmp/CBIS/crops_fixed_mass/3f87f40c5b125dcdee76d4d579f26b59_img.png,1
0.211090087890625,0.0272369384765625,0.12902992626861357,372,19.193548387096776,1,/root/autodl-tmp/CBIS/crops_fixed_mass/93ece87e3fe98bd44f544b48f211a02f_img.png,1
0.24326324462890625,0.026172637939453125,0.10758977575662537,524,13.09351145038168,1,/root/autodl-tmp/CBIS/crops_fixed_mass/e6f2f4c7eda2376602e48cd1fbb109be_img.png,1
0.24822616577148438,0.025806427001953125,0.10396336309569547,575,11.765217391304347,1,/root/autodl-tmp/CBIS/crops_fixed_mass/4764a2b76b326c83c8fa12fdf7b2bf7b_img.png,1
0.21649169921875,0.025859832763671875,0.11944953481815619,570,11.89298245614035,1,/root/autodl-tmp/CBIS/crops_fixed_mass/431825da8e5a6298c05fb42a44812cf9_img.png,0
0.222320556640625,0.02201080322265625,0.0990048043925875,549,10.510018214936247,1,/root/autodl-tmp/CBIS/crops_fixed_mass/a697b890a096e63d3b0a04063b7f8ac3_img.png,0
0.21837997436523438,0.022289276123046875,0.10206648383321397,656,8.90701219512195,1,/root/autodl-tmp/CBIS/crops_fixed_mass/38c13ff22bd3c98fe6c7c2bab95517b2_img.png,1
0.27123260498046875,0.0285797119140625,0.10536975049928272,866,8.651270207852194,1,/root/autodl-tmp/CBIS/crops_fixed_mass/089c34136719b4e77c4cbf76fa22ba85_img.png,1
0.19966888427734375,0.021244049072265625,0.1063963929540331,562,9.909252669039146,1,/root/autodl-tmp/CBIS/crops_fixed_mass/4275f4688eba78774ad1a43a52705c6b_img.png,0
0.19140625,0.01934051513671875,0.10104432397959184,465,10.903225806451612,1,/root/autodl-tmp/CBIS/crops_fixed_mass/9bc27f51d77e23c94c5c4f347064dcd6_img.png,1
0.18219757080078125,0.0174560546875,0.09580838323353294,425,10.767058823529412,1,/root/autodl-tmp/CBIS/crops_fixed_mass/853563fc8d57bf5af3fe6ae6787ee433_img.png,1
0.22223663330078125,0.0253448486328125,0.11404442308352501,430,15.451162790697675,1,/root/autodl-tmp/CBIS/crops_fixed_mass/3cb5c3c5891cfe6fa31c627606987555_img.png,0
0.2528648376464844,0.028789520263671875,0.11385339508500912,957,7.8861024033437825,1,/root/autodl-tmp/CBIS/crops_fixed_mass/e97c6711dd5a56449e30ae05c5e25dcd_img.png,0
0.26902008056640625,0.026554107666015625,0.09870678653469839,707,9.845827439886845,1,/root/autodl-tmp/CBIS/crops_fixed_mass/2e0199f4794de45675463f00ea3badbf_img.png,1
0.22647476196289062,0.028171539306640625,0.12439151745860634,672,10.989583333333334,1,/root/autodl-tmp/CBIS/crops_fixed_mass/cc454e2acb6bdcb89dcffaf1b3d09906_img.png,1
0.347442626953125,0.034839630126953125,0.10027448397013615,736,12.408967391304348,1,/root/autodl-tmp/CBIS/crops_fixed_mass/29d287232e9d23fa6fb37eb00f2e0456_img.png,1
