epoch,train_loss,train_dice,val_dice
1,0.48985642419486747,0.8379850586418246,0.8439427216847738
2,0.43596697635337955,0.8553847451679042,0.8557663096321954
3,0.4288113809022747,0.8576157489760977,0.8516249833283601
4,0.42271458877891793,0.85892459075959,0.8603069263475912
5,0.42223085467932653,0.8595463025765341,0.8434219702526375
6,0.41736836609293204,0.8606979207914384,0.8587600610874317
7,0.41864314616703596,0.8602810666209362,0.8586596537519384
8,0.4143389126316446,0.8613473411466255,0.8587987919648489
9,0.4127124564569504,0.8621308971623906,0.8608276557039332
10,0.41190263619188405,0.8621705324923405,0.8617277575863732
11,0.40946604238181816,0.8627121423111588,0.8549660389070157
12,0.4080730004388778,0.8633052767300214,0.8639179269472758
13,0.40581215786152197,0.8637677827819449,0.8524599472681681
14,0.4045357599610188,0.8640654063615643,0.8582243179833448
15,0.405371480984766,0.8642822674063385,0.8606648235409348
16,0.4043694372059869,0.8644556145199009,0.8624259222436834
17,0.4013650012797997,0.8652786628144686,0.859074906066612
18,0.39558836475747533,0.8670657751990146,0.8642635599330619
19,0.3938737457892934,0.8674478048183879,0.8663178814782037
20,0.39341262740189914,0.8676114019800405,0.8654297755824195
21,0.39161730091102787,0.8682346089941556,0.8642017046610514
22,0.3896064729475584,0.8686491938888049,0.8647174625485031
23,0.39093411506199444,0.8684941479417144,0.8638631270991431
24,0.3872948421318023,0.8695536011555156,0.8644219846637161
25,0.3891786190330005,0.8690207543920299,0.8669110249589991
26,0.3830444915372817,0.8708819950213198,0.8665714120423352
27,0.3835641553167437,0.8706548016579425,0.8651459250185225
28,0.3819933157475268,0.8710202699801961,0.8670761949486203
29,0.38209173386214207,0.8711904600018361,0.8649272576526359
30,0.3803303596426229,0.8716859242955192,0.8678464999905339
31,0.37896131863359545,0.8721683803151865,0.865168222674617
32,0.3797043590272059,0.8717867436956187,0.8679008185863495
33,0.37834616454898334,0.8724309845048873,0.8690390332981393
34,0.37728222393598715,0.8724793856261206,0.864992696929861
35,0.3770910432104205,0.8726444365548306,0.8693174697734691
36,0.3786017273293167,0.872477110878366,0.8680224650435977
37,0.3792461462685319,0.871941315736927,0.8651761556113208
38,0.37582124349523766,0.8734145408771077,0.865770016555433
39,0.3752189133988052,0.8736517738123409,0.8688627945052253
40,0.3747258651451986,0.8735123958743987,0.8660176208725682
