epoch,train_loss,train_dice,val_dice
1,0.4907839615750157,0.8427240832958346,0.8641389188943086
2,0.41139022567692923,0.8650291780241175,0.8660622658552947
3,0.39870479439987855,0.8693991132031859,0.8695810613808809
4,0.3905395055128858,0.8713858571707034,0.8668639681957386
5,0.38501664723446166,0.8724603726972942,0.8614430052262766
6,0.38389953269678,0.8732557063009224,0.8735840254359775
7,0.3803778767975327,0.8739685899291942,0.8694057950267086
8,0.3775247867200889,0.8748264125749177,0.8757259205535606
9,0.37612859719718983,0.8752027792868271,0.8595717063656559
10,0.3745297842166003,0.8750928274167129,0.8754327363438077
11,0.3730022665721918,0.8755130366562238,0.8747687869601779
12,0.3707237033283009,0.8767119720091228,0.8754965773335209
13,0.36685898354630064,0.87762098569496,0.8740947069945159
14,0.35813924436475714,0.8799445297982957,0.8745021797992565
15,0.3564132626344955,0.8811427985920626,0.878482597845572
16,0.35784924108218524,0.8800779725211898,0.8769555047706321
17,0.359763987703261,0.8795987157260671,0.8765797857885007
18,0.3520039577110141,0.8816481037856707,0.871516450687691
19,0.3535078845772089,0.8811673159692802,0.8758827889407123
20,0.35313552423240313,0.881835925033669,0.8769607588096902
21,0.34635041079490014,0.8835084555195827,0.8791483287458066
22,0.34456173598376755,0.8841437159800062,0.8789324451375891
23,0.34201937349014033,0.8847370334700042,0.8800556505167926
24,0.3408583054939906,0.8852322004199807,0.880193844989494
25,0.33961236476898193,0.8856193738825181,0.8810647416997839
26,0.3387997902296727,0.8855528418534722,0.8788321261052732
27,0.3387451479637545,0.8861706432174233,0.8808595074547662
28,0.3353998381522746,0.8870946784424626,0.8772861471882573
29,0.3370283610290951,0.886262408268997,0.879775157681218
30,0.3355730214929269,0.8870998188561084,0.8786432169101857
31,0.33013416417673525,0.8886040566014308,0.880641085130197
32,0.32744868372390473,0.8895139935749029,0.8788638821354618
33,0.3287963468849269,0.8892558626100129,0.8814134266641405
34,0.32737772731609593,0.8894223757818633,0.881826001184958
35,0.32698600432452035,0.8894044612747392,0.8791661637800711
36,0.3250461532399545,0.8903418981951047,0.8814635585855555
37,0.3241051464688544,0.8905902906180987,0.8823184591752512
38,0.32410562174772123,0.8908112855518565,0.8804242036960743
39,0.3255012072379293,0.8898835384767819,0.8805402958834613
40,0.32179312378752467,0.8914467431361379,0.8802636905952737
