roi_cov,speck_cov,speck_frac_in_roi,n_specks,mean_speck_area,roi_parts,img,label
0.2982063293457031,0.033168792724609375,0.11122766172463638,1058,8.218336483931948,1,/root/autodl-tmp/CBIS/crops_fixed_calc/4ccf2ab58e32934cc24aeef6722c722a_img.png,0
0.28974151611328125,0.0284881591796875,0.09832266898385865,888,8.40990990990991,1,/root/autodl-tmp/CBIS/crops_fixed_calc/75103855d21237eb75c9c2a2662b10ec_img.png,0
0.0975341796875,0.0096893310546875,0.09934292866082603,126,20.158730158730158,1,/root/autodl-tmp/CBIS/crops_fixed_calc/220fa157febe5b79bcac19a387653a8a_img.png,0
0.10851669311523438,0.008159637451171875,0.07519246317713643,217,9.857142857142858,1,/root/autodl-tmp/CBIS/crops_fixed_calc/11f4e60640bde3304bcf8d3158c5499d_img.png,0
0.13134765625,0.01023101806640625,0.07789265799256506,178,15.067415730337078,1,/root/autodl-tmp/CBIS/crops_fixed_calc/a4e5948a039df3b79ceeed465c587fa3_img.png,0
0.1351318359375,0.012264251708984375,0.09075767841011743,214,15.023364485981308,1,/root/autodl-tmp/CBIS/crops_fixed_calc/5e71c0aab88c6987741bda281a89d057_img.png,0
0.23598480224609375,0.01422882080078125,0.06029549642753225,153,24.37908496732026,1,/root/autodl-tmp/CBIS/crops_fixed_calc/83e487626f95282ff649ca4b6ce6764a_img.png,0
0.24985885620117188,0.016571044921875,0.06632162323088903,164,26.48780487804878,1,/root/autodl-tmp/CBIS/crops_fixed_calc/90c027a17aa7befc2c84856422057300_img.png,0
0.2825813293457031,0.03073883056640625,0.10877870324122198,218,36.96330275229358,1,/root/autodl-tmp/CBIS/crops_fixed_calc/1cebe4ef9f87e008c31af7ff959b4814_img.png,0
0.20437240600585938,0.023799896240234375,0.11645356976201586,215,29.01860465116279,1,/root/autodl-tmp/CBIS/crops_fixed_calc/0e44c693fd3ffade5c381f1001b4a34f_img.png,0
0.24585342407226562,0.027217864990234375,0.11070769135285265,452,15.785398230088495,1,/root/autodl-tmp/CBIS/crops_fixed_calc/e10607a16bfb607305b91e7a31104cbe_img.png,0
0.2442169189453125,0.019130706787109375,0.07833489534520463,311,16.125401929260452,1,/root/autodl-tmp/CBIS/crops_fixed_calc/9469d8083cce3fc0026c72e98ed08ffe_img.png,0
0.2973365783691406,0.027618408203125,0.0928860093655783,666,10.87087087087087,1,/root/autodl-tmp/CBIS/crops_fixed_calc/cef95fa530d989220f01fcc5456f2997_img.png,0
0.3016357421875,0.0363922119140625,0.12064953460137597,707,13.493635077793494,1,/root/autodl-tmp/CBIS/crops_fixed_calc/99bbdde6fef466fc9360be54acf90296_img.png,0
0.23242568969726562,0.02367401123046875,0.10185625892432175,425,14.60235294117647,1,/root/autodl-tmp/CBIS/crops_fixed_calc/7581710de2d0d6526aff5930720a979b_img.png,0
0.2707252502441406,0.027523040771484375,0.10166410686356014,490,14.724489795918368,1,/root/autodl-tmp/CBIS/crops_fixed_calc/2123a8c324a70aee28790f3102f313fa_img.png,0
0.2572441101074219,0.02680206298828125,0.1041892192481649,454,15.475770925110131,1,/root/autodl-tmp/CBIS/crops_fixed_calc/86778a769688ae611fd9b612c5b538a2_img.png,1
0.21063613891601562,0.024517059326171875,0.11639531303765145,385,16.693506493506494,1,/root/autodl-tmp/CBIS/crops_fixed_calc/bca7f4f103ecbca89d364974729fbef2_img.png,1
