epoch,train_loss,train_dice,val_dice
1,0.49772876676391153,0.842847963563757,0.8624815940856934
2,0.4079497322147968,0.8661727706591288,0.8567227213471024
3,0.40231989645490457,0.8675927071789511,0.8588579407444706
4,0.398458098079644,0.8685594099799013,0.86490899765933
5,0.39549445015153073,0.8687831973717883,0.8697803947660658
6,0.3888232090504341,0.8707678388146793,0.8651318505958274
7,0.3881290991321888,0.8711214412271587,0.8589867265136154
8,0.38585587362058804,0.8723863074982089,0.8707490784150583
9,0.38513832563668293,0.871997110204759,0.8687865204281278
10,0.3808285722545549,0.8732493313309414,0.8515009460625825
11,0.38063986706577874,0.8730215445842618,0.8720097585960671
12,0.37740956724079605,0.8746463578510908,0.8658836152818468
13,0.3743659435144437,0.8744447348164577,0.8737330370479159
14,0.3740908172395494,0.8756981932259853,0.8723791440327963
15,0.37503747866044634,0.8745950207211612,0.8741572720033152
16,0.3719314584155488,0.8755528704792845,0.8745777099220841
17,0.3698632582729938,0.8766111065359676,0.8620162540011935
18,0.3715187420252881,0.8762904354949402,0.8661796362311752
19,0.3806343783740125,0.8731677621797799,0.8745179838604398
20,0.3652702351800757,0.8779284435939165,0.8683601176297223
21,0.3637089582245334,0.877915340311387,0.8777763247489929
22,0.36343783062267926,0.8784349662026548,0.876133265318694
23,0.361290846482601,0.878615103905497,0.8736597741091693
24,0.36217717914020314,0.8789619191799288,0.8746519839322126
25,0.3613670382624358,0.8785536491792966,0.8758710181271588
26,0.35863962808465644,0.8792266015912972,0.8697214391496446
27,0.35273468260671575,0.881274431749107,0.8777820203039381
28,0.34791388386994404,0.8825520074445438,0.8758558829625448
29,0.34772440771651425,0.8829015980358996,0.8773199275687888
30,0.345828591316354,0.8835423838079365,0.8781649669011434
31,0.34444549397315855,0.883669368971407,0.8758969086187857
32,0.3422494927068162,0.8846074829693713,0.8782660806620562
33,0.3474664064793805,0.8834916138960645,0.8782939778433906
34,0.3441999975372763,0.8836155152009204,0.8751292559835646
35,0.34107590724829756,0.8848062991316802,0.8771657855422409
36,0.3398244203695285,0.8852716450597725,0.87640791910666
37,0.33718424753036375,0.8860018825998494,0.876847298056991
38,0.3298844027947756,0.8888506764679952,0.8785166343053182
39,0.33019565006876306,0.8884119995279249,0.8807093324484648
40,0.3280746309585821,0.888853457238939,0.8784028269626476
