img,abn,label,frac,bbox_frac,cx_off,cy_off,bright_in,bright_out,contrast
/root/autodl-tmp/CBIS/crops_v6/4ccf2ab58e32934cc24aeef6722c722a_img.png,calcification,0,0.48236083984375,0.5921783447265625,-0.01234178278818171,0.03150405700366954,113.46653169682399,109.49428133474827,3.9722503620757266
/root/autodl-tmp/CBIS/crops_v6/75103855d21237eb75c9c2a2662b10ec_img.png,calcification,0,0.4691925048828125,0.5921783447265625,0.00889078709876745,-0.017012875418712825,81.76633386451591,74.86658809325323,6.899745771262687
/root/autodl-tmp/CBIS/crops_v6/220fa157febe5b79bcac19a387653a8a_img.png,calcification,0,0.2328338623046875,0.6643218994140625,0.14543107756078377,-0.13884044866963757,96.09305983354086,83.4304950573821,12.66256477615876
/root/autodl-tmp/CBIS/crops_v6/11f4e60640bde3304bcf8d3158c5499d_img.png,calcification,0,0.4848175048828125,0.6643218994140625,0.053753260433386796,0.026100801978094612,105.93333962798603,103.09454136184581,2.8387982661402162
/root/autodl-tmp/CBIS/crops_v6/a4e5948a039df3b79ceeed465c587fa3_img.png,calcification,0,0.1922149658203125,0.5921783447265625,-0.030298012423592924,-0.006659571723426239,108.74684448678256,104.18506205255105,4.561782434231517
/root/autodl-tmp/CBIS/crops_v6/5e71c0aab88c6987741bda281a89d057_img.png,calcification,0,0.3113861083984375,0.6462860107421875,0.07129140736021955,0.011643523055814176,115.02548145244279,105.03350395532806,9.991977497114732
/root/autodl-tmp/CBIS/crops_v6/83e487626f95282ff649ca4b6ce6764a_img.png,calcification,0,0.421142578125,0.5981903076171875,-0.03361724411231887,-0.07010897871376809,105.96644927536232,64.20592576971742,41.7605235056449
/root/autodl-tmp/CBIS/crops_v6/90c027a17aa7befc2c84856422057300_img.png,calcification,0,0.37762451171875,0.6042633056640625,0.0003474081238887816,-0.007526176357685488,126.76099078713432,100.6990781602432,26.061912626891115
/root/autodl-tmp/CBIS/crops_v6/1cebe4ef9f87e008c31af7ff959b4814_img.png,calcification,0,0.4776763916015625,0.6042022705078125,-0.006080298674333184,-0.03899374600702765,163.11269765213225,166.98127428354417,-3.868576631411912
/root/autodl-tmp/CBIS/crops_v6/0e44c693fd3ffade5c381f1001b4a34f_img.png,calcification,0,0.447662353515625,0.6103363037109375,-0.004547083773604188,0.03576632694798554,180.65812257140908,177.26239018730317,3.395732384105912
/root/autodl-tmp/CBIS/crops_v6/e10607a16bfb607305b91e7a31104cbe_img.png,calcification,0,0.441497802734375,0.5981903076171875,-0.0005421822077832372,0.002632742837146651,129.11049284578695,123.20684662040325,5.903646225383696
/root/autodl-tmp/CBIS/crops_v6/9469d8083cce3fc0026c72e98ed08ffe_img.png,calcification,0,0.4190673828125,0.5981903076171875,-0.030110013335639396,0.04252441832944942,135.66254005243226,133.06545492750578,2.5970851249264797
/root/autodl-tmp/CBIS/crops_v6/cef95fa530d989220f01fcc5456f2997_img.png,calcification,0,0.4672088623046875,0.5981903076171875,-0.008159379184493276,0.007659791510173375,120.97792220516672,116.53710227110004,4.440819934066681
/root/autodl-tmp/CBIS/crops_v6/99bbdde6fef466fc9360be54acf90296_img.png,calcification,0,0.480682373046875,0.5981903076171875,0.010853105556790088,0.007045559607326557,80.95222525553933,78.40615267085855,2.546072584680786
/root/autodl-tmp/CBIS/crops_v6/7581710de2d0d6526aff5930720a979b_img.png,calcification,0,0.4162750244140625,0.5921783447265625,-0.02624336763681684,0.03183448416480339,203.77816062461054,197.08668147954515,6.6914791450653865
/root/autodl-tmp/CBIS/crops_v6/2123a8c324a70aee28790f3102f313fa_img.png,calcification,0,0.438446044921875,0.5921783447265625,-0.01061473885466696,0.01764691328217438,165.736444630055,159.24778544644312,6.4886591836118725
/root/autodl-tmp/CBIS/crops_v6/86778a769688ae611fd9b612c5b538a2_img.png,calcification,1,0.41339111328125,0.5921783447265625,-0.05393514459988186,-0.03189320763509523,135.01070426694227,124.23486109666008,10.775843170282187
/root/autodl-tmp/CBIS/crops_v6/bca7f4f103ecbca89d364974729fbef2_img.png,calcification,1,0.3701324462890625,0.5921783447265625,0.02865426088345635,-0.0073519370697118225,146.68615245083893,148.29194021172992,-1.6057877608909905
/root/autodl-tmp/CBIS/crops_v6/11b28f870cc8946ed672b5f8b2210d46_img.png,calcification,0,0.3929290771484375,0.5921783447265625,-0.008664863743155615,0.00788318900236884,156.62436410236495,153.12861631268066,3.4957477896842875
/root/autodl-tmp/CBIS/crops_v6/91830a535abd15ef292ffd5b42f5f6f5_img.png,calcification,0,0.47601318359375,0.5921783447265625,-0.02385947918002307,0.012788223049429392,141.3691819464034,121.76412347117065,19.605058475232738
/root/autodl-tmp/CBIS/crops_v6/85074553e235915c099bc7bb4b782f48_img.png,calcification,0,0.46917724609375,0.5981903076171875,0.011526664335891779,0.003002735950305757,106.30704436060881,107.91448200528917,-1.6074376446803598
/root/autodl-tmp/CBIS/crops_v6/5881892d10145636d694af387185eaa7_img.png,calcification,0,0.4895172119140625,0.5981903076171875,0.001581324420996899,0.030242905652878682,153.7272840622175,144.57782095351965,9.149463108697859
/root/autodl-tmp/CBIS/crops_v6/52e672a0ab22fcb509ec25a77309cf1e_img.png,calcification,0,0.48797607421875,0.6042633056640625,0.015216053001876118,0.03243543327861165,113.50359599749844,118.77944331863154,-5.275847321133099
