img,true,prob
/root/autodl-tmp/CBIS/crops_fixed_mass/3f87f40c5b125dcdee76d4d579f26b59_img.png,1,0.9919556080180295
/root/autodl-tmp/CBIS/crops_fixed_mass/93ece87e3fe98bd44f544b48f211a02f_img.png,1,0.982218925018829
/root/autodl-tmp/CBIS/crops_fixed_mass/e6f2f4c7eda2376602e48cd1fbb109be_img.png,1,0.8374539030990059
/root/autodl-tmp/CBIS/crops_fixed_mass/4764a2b76b326c83c8fa12fdf7b2bf7b_img.png,1,0.9195159176793082
/root/autodl-tmp/CBIS/crops_fixed_mass/431825da8e5a6298c05fb42a44812cf9_img.png,0,0.7234052730744909
/root/autodl-tmp/CBIS/crops_fixed_mass/a697b890a096e63d3b0a04063b7f8ac3_img.png,0,0.3564752033291893
/root/autodl-tmp/CBIS/crops_fixed_mass/38c13ff22bd3c98fe6c7c2bab95517b2_img.png,1,0.7904802125744842
/root/autodl-tmp/CBIS/crops_fixed_mass/089c34136719b4e77c4cbf76fa22ba85_img.png,1,0.9282340366881465
/root/autodl-tmp/CBIS/crops_fixed_mass/4275f4688eba78774ad1a43a52705c6b_img.png,0,0.19578923663512698
/root/autodl-tmp/CBIS/crops_fixed_mass/9bc27f51d77e23c94c5c4f347064dcd6_img.png,1,0.4464380217682828
/root/autodl-tmp/CBIS/crops_fixed_mass/853563fc8d57bf5af3fe6ae6787ee433_img.png,1,0.19597665669896575
/root/autodl-tmp/CBIS/crops_fixed_mass/3cb5c3c5891cfe6fa31c627606987555_img.png,0,0.9068068011379115
/root/autodl-tmp/CBIS/crops_fixed_mass/e97c6711dd5a56449e30ae05c5e25dcd_img.png,0,0.2439481959164646
/root/autodl-tmp/CBIS/crops_fixed_mass/2e0199f4794de45675463f00ea3badbf_img.png,1,0.5324395933571026
/root/autodl-tmp/CBIS/crops_fixed_mass/cc454e2acb6bdcb89dcffaf1b3d09906_img.png,1,0.993176540079882
/root/autodl-tmp/CBIS/crops_fixed_mass/29d287232e9d23fa6fb37eb00f2e0456_img.png,1,0.2031520695152131
/root/autodl-tmp/CBIS/crops_fixed_mass/489288bc4ac6b828544880428f74e531_img.png,1,0.982916820912642
/root/autodl-tmp/CBIS/crops_fixed_mass/062464cf22c5be072f8ba8003883ce63_img.png,1,0.9226895316077931
/root/autodl-tmp/CBIS/crops_fixed_mass/44abc1aca3014d07544e5f33a886d5e8_img.png,1,0.6396139327890757
/root/autodl-tmp/CBIS/crops_fixed_mass/798fd4bd69ede0639e8fa13076b6e09d_img.png,0,0.08053027481992654
/root/autodl-tmp/CBIS/crops_fixed_mass/6632b72d28b6bf350bc7c7c44f66233e_img.png,0,0.18981408493370108
/root/autodl-tmp/CBIS/crops_fixed_mass/699d110e6033319318b936464bdcfa10_img.png,0,0.32677970351559427
/root/autodl-tmp/CBIS/crops_fixed_mass/3fe24ead31652bfce63d69be4dfb6fde_img.png,0,0.037182101272854956
/root/autodl-tmp/CBIS/crops_fixed_mass/05a8ed0a836557df420f88ea6fb93081_img.png,0,0.006400396298721457
/root/autodl-tmp/CBIS/crops_fixed_mass/5a80749cc067284222743539f6ac9db6_img.png,0,0.026913838440667928
/root/autodl-tmp/CBIS/crops_fixed_mass/a24f2a351580fd16df16b5d041a6c09c_img.png,0,0.004346128096057847
/root/autodl-tmp/CBIS/crops_fixed_mass/04f5965016c36ef66e75654ddf7c54fe_img.png,1,0.8816918759939327
/root/autodl-tmp/CBIS/crops_fixed_mass/7dff00d15914956b87abb61dbcafcd25_img.png,1,0.8333700539766585
/root/autodl-tmp/CBIS/crops_fixed_mass/3a116ea8065470a2b19c8bb66b831f57_img.png,0,0.24290690557436934
/root/autodl-tmp/CBIS/crops_fixed_mass/17c0eef31bb26404d14f855b4c0acef3_img.png,0,0.07989222270135986
/root/autodl-tmp/CBIS/crops_fixed_mass/8e449c9770521a121fd7f9fbe1ba5c69_img.png,0,0.4895389331221254
/root/autodl-tmp/CBIS/crops_fixed_mass/cf1c181fa2f137d93bde98d03c61b741_img.png,0,0.18857971563688367
/root/autodl-tmp/CBIS/crops_fixed_mass/0de7255c3a353a728fe8df3a0c175992_img.png,0,0.20923911202832762
/root/autodl-tmp/CBIS/crops_fixed_mass/83608ed893a01da3062724c249a85393_img.png,0,0.5357557650298805
/root/autodl-tmp/CBIS/crops_fixed_mass/bacde8528360e59dbe3ef8be7c0489b3_img.png,0,0.11468712818506743
/root/autodl-tmp/CBIS/crops_fixed_mass/09a9f57a0ffc2c89e4aa169b1c9fc4a4_img.png,0,0.0649672066788283
/root/autodl-tmp/CBIS/crops_fixed_mass/dfbd2535b3f1c96b33f0781594ee0650_img.png,0,0.29335543396123603
/root/autodl-tmp/CBIS/crops_fixed_mass/4643447771d9de87cd52a59b703059be_img.png,0,0.05105103569452669
/root/autodl-tmp/CBIS/crops_fixed_mass/99a1f3d5ddad7a10ca73b0e1e9f502ba_img.png,0,0.219027285050854
/root/autodl-tmp/CBIS/crops_fixed_mass/6a3facaee93b7dd3a77835eec86aa12c_img.png,0,0.8608652349130579
/root/autodl-tmp/CBIS/crops_fixed_mass/5a118dee6d7c8ecb7d9530fac8670bd7_img.png,0,0.8638988020438257
/root/autodl-tmp/CBIS/crops_fixed_mass/691e98398b6781fabb41973fd51580d9_img.png,0,0.27566502520510766
/root/autodl-tmp/CBIS/crops_fixed_mass/bdc9eaff467b1d6f7fa4efa55ef98599_img.png,1,0.6692540402232966
/root/autodl-tmp/CBIS/crops_fixed_mass/db5f117fa17a771ef5b5167117286c56_img.png,1,0.6933681116344136
/root/autodl-tmp/CBIS/crops_fixed_mass/46c6a1318ff6d88070fb73be1154a592_img.png,1,0.19401181450099214
/root/autodl-tmp/CBIS/crops_fixed_mass/9569a5f7f4d8cc53f108a9daf8a69225_img.png,1,0.2575006186884536
/root/autodl-tmp/CBIS/crops_fixed_mass/ea76a5f4dccff99ae978ec2434871c72_img.png,0,0.15760623406586055
/root/autodl-tmp/CBIS/crops_fixed_mass/39fb4fa7f92ee3fee38974267e30d46f_img.png,0,0.20488992532632935
/root/autodl-tmp/CBIS/crops_fixed_mass/be12cba3b7dcb5c67a3c2019b51877bb_img.png,0,0.2689865707823055
