matched_path,label,split
/root/autodl-tmp/CBIS/crop_cache_attn/6ddb05c9391947d0f459cdbe472865f7.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/61846012a8bb8535c6df152a94e8e776.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/20a769effb6ed0fc25bf2d33a5aea260.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/06393e48fcd7e66b8163b89dd13df8a1.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/8876e586063e9705d08a92e1be777d92.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/7a91868000e9e2841db07c14f86cbffb.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/c1425bc5034d57143f6d19040ac26c5c.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/a4b6d35dd1faefc17089dcc1d2738681.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/2aec26982e8719085cd2f2a96056f727.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/dadc6889727bc77479d11c7f08eb8287.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d4f74d7fe835e3386e55f386aafe3ea2.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/1d4cd808c5e91ce7510a076b2b014836.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/58965de53a540d1df7c9c57f26cfbe75.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/554e65d755d78bc1f8a35cadc713a228.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/b46a2c410f533178cf020ea5cad039bc.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/29b1763b1d5e9ff066d277c7153b6aa2.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/017f986fefdbd65a2795ef41b11f357d.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/a36a4180da78eef947b6967ccb9c67f3.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/18b6afad7daff177cbb7afb7b370d928.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f51f6e3422f526f9a836f8cc3f38463b.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/9f4a60da0c4f1df0862a92115d677819.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/48c4d762f5bf728a58000118a5feea2a.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f7e0d1440b123447ffe50649bf826213.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/2768e65d50af11573075ebe0ec2d3c4f.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/bc13727c073cdade5814b53b87985398.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/df0b6a8bf9524138644957efcf2f882c.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/44cb31317c68923477aba00c892c1617.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/c240aa3d5c872cd3ade4c9f644aa02b9.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/6c586cf6f9a63d3a7d4c6663b0eb5ffd.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/d8e2da462eb6fd2011ee0277c30ece26.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d1fbaea56a11c502743d402705414295.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d7cfe61d4d02b0364755d3d49916f6a2.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/05c30cacce2eb86f11a34205d0fbc898.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d47f0d6418a2b6bd4b63c8ba60c6a457.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/9cbb921f84964a35e9ac3c1f64cb8199.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/b523eb62d56b0e6a8e97382156d91cc8.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/4071bfa843e8c18c4c3abb98430e7321.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/693ce74fa808cf99e7977acab1238be2.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/7bf0fbae80167e38ba1287db85936ce6.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/3861170c1e88c0b567b9bc0f26562d3f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/aacb5d496c07ee21b0dc7e6d9079949e.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/22661926b48005d3f768ed09bf9b06bb.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/dde7d7988cce05b7a0a6a10e3044fdf4.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/0fbf2d2a9e574da840e0e75936be5616.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f2ed9997b48753180caa52969b9ed00f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/e5eeaf88e0b890c02686fa62ca4fee65.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/e0930cb3f4169159bfabf68f59849fb7.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/008ff47136a7faec382d9e7ef5c35e7c.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d2a26a5efcbdee0f85b45fd34d72535e.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/3dcebf330e78a2b80daa2db78a8377d8.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/413f6600685ed6c5fbfa795b47408a2f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/2de95c1854612ee5280bd54af0dd3559.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f004c86910a8fcb51d3e739605d1be21.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/744e474bd747d522379468d532812a55.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/1c3025fc2f178d698dbd458372178a6d.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/e47d1de4c84af0618d8c8b61185c894d.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/36ccee0b98023dd498dc1744bdda26ee.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/031e910a78bfdbcf036fa962b2a0c955.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/c18665450d1c74b797cd9abc959cf61e.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/6ae4bf305a42e91404bc575684f6b5cd.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/33f4e4ceb573a79f2d94b88000df627d.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f2386fa70a9056bcb019555d626d045c.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/cf5bb12bf6f7b630d9b214f6d1ecb676.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/d6dfaa78ad023d55cd87d4ffc2c74174.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/39cd0d1976c27e8a37c333cbff27e71a.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/07fb994ce6b0999035ee949756db3bcb.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/d896990051d7225d8330780cf23345ab.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/4c23d5e7d766eab97e772f3e47b22fc2.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/706e839404ca288c57211bf77f1d52c3.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/ac0efe5a032ac212ff5562bacbf4c191.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/5c02959cba245b9283977499202ef2ba.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/5fbd4982b6097b58b91463a7c66d818f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d5324d81ea05c627f337cfd80fe1fc40.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/759ffd4372f9386f027b508bb1bb5fbd.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/09e7123387a66250c91b889481c9b120.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/a3442d589d93928b78f91f8cf5d602f3.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/7bb25b9c1d8b2881886af9c31f8f7b1b.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/4f790b54d80ffc7b5e28cd74b87621e7.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/41a7124c025e0dbd4ae94dca5bad91dd.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/58a25734f5a1f970b0e1d8a78593d10d.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/f4c0e2450910c725cff58f212fa57f8c.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/560c5cedc896116d5ef082e32a8d1e7f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/1f51d5e46ace970dfbd329174e7ca54e.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/def8180ad52f459a7723251fea405b87.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/decefb95a578620f1139424aa7f18af3.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/5f63ee56f97f424a861b5d8f9f179aaf.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/8cf1ed9ad38ad5502250eb9219811c2f.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/bc96884d7c0d742e240664bffcbd9e95.png,1,train
/root/autodl-tmp/CBIS/crop_cache_attn/f256fbafbabe36edabb853c5a284850d.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/d57687aba09dafebac947300ab633c58.png,0,train
/root/autodl-tmp/CBIS/crop_cache_attn/4b6ce11304c8fb2dff79185d677d4254.png,0,train
